,name,product_summary,product_tech_spec,product_addl_info,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews
10,,,,,,,,,
11,Canon EOS 2000D Kit + EF-S 18-55 is II (International Model),,,,,,,,
12,,,,,,,,,
13,,,,,,,,,
14,,,,,,,,,
15,,,,,,,,,
16,,,,,,,,,
17,,,,,,,,,
18,,,,,,,,,
19,,,,,,,,,
20,"Shotgun Microphone, Comica CVM-VM20 Professional Super Cardioid Video Microphone with Shock Mount, Camera Microphone Kit for Smartphone/DSLR Camera/Camcorder, Perfect for Interview/Video Recording",,,"[{'info': 'Item Weight', 'value': '1.2 pounds'}, {'info': 'Product Dimensions', 'value': '9.45 x 5.51 x 3.94 inches'}, {'info': 'ASIN', 'value': 'B08NFT8DYB'}, {'info': 'Item model number', 'value': 'CVM-VM20'}, {'info': 'Batteries', 'value': '1 Lithium Polymer batteries required. (included)'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.7 out of 5 stars 54 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.7 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#71 in Professional Video Microphones'}, {'info': 'Date First Available', 'value': 'November 14, 2020'}, {'info': 'Connector Type', 'value': 'USB, 3.5 mm Jack, XLR Connector'}, {'info': 'Battery type', 'value': 'Lithium Manganese Dioxide'}, {'info': 'Hardware Platform', 'value': 'Camcorder, Camera, Smartphone'}, {'info': 'Power Source', 'value': 'Corded Electric, Battery Powered'}]",Raymic US,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3GQQB3D3B3XJG&isAmazonFulfilled=1,,,/Microphone-CVM-VM20-Professional-Smartphone-Camcorder/product-reviews/B08NFT8DYB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
21,,,,,,,,,
22,,,,,,,,,
23,,,,,,,,,
24,,,,,,,,,
25,,,,,,,,,
26,,,,,,,,,
27,,,,,,,,,
28,,,,,,,,,
29,,,,,,,,,
30,,,,,,,,,
31,,,,,,,,,
32,,,,,,,,,
33,"SanDisk 64GB Extreme PRO SDXC UHS-I Card - C10, U3, V30, 4K UHD, SD Card - SDSDXXY-064G-GN4IN",,,,Sales For You,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3RXWDYTBSNEDO&isAmazonFulfilled=1,,,/SanDisk-64GB-Extreme-UHS-I-SDSDXXY-064G-GN4IN/product-reviews/B07H9J1YXN?reviewerType=all_reviews
34,,,,,,,,,
35,"Magic Arm, Magic Arm, 11 Inch Articulated Arm, Super Clamp Crab Pliers Clip, Aluminium Alloy Hinged Magic Arm for Video Tripods, DSLR Rigs, Dollies and Recording TablesSENTLY",,,"[{'info': 'Package Dimensions', 'value': '10.83 x 4.84 x 2.56 inches'}, {'info': 'Item Weight', 'value': '12.7 ounces'}, {'info': 'ASIN', 'value': 'B08L7J91HV'}, {'info': 'Date First Available', 'value': 'March 26, 2021'}, {'info': 'Manufacturer', 'value': 'SENTLY'}]",,,,,
36,SAMTIAN 3960 Lux Bi-Color Photography Lighting,,,"[{'info': 'Package Dimensions', 'value': '28.97 x 17.68 x 3.43 inches'}, {'info': 'Item Weight', 'value': '10.16 pounds'}, {'info': 'ASIN', 'value': 'B07H31M2PD'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.4 out of 5 stars 318 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.4 out of 5 stars'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'Date First Available', 'value': 'April 20, 2021'}, {'info': 'Manufacturer', 'value': 'SAMTIAN'}]",,,,,
37,,,,,,,,,
38,,,,,,,,,
39,"PEDEA DSLR Camera Bag Guard Camera Bag for SLR Cameras with Waterproof rain Cover, Carrying Strap and Accessory compartments, Size XL, Black",,,"[{'info': 'Product Dimensions', 'value': '6.3 x 9.84 x 7.48 inches'}, {'info': 'Item Weight', 'value': '1.01 pounds'}, {'info': 'ASIN', 'value': 'B077Q6RKM2'}, {'info': 'Item model number', 'value': '65065220'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'Date First Available', 'value': 'May 22, 2019'}, {'info': 'Manufacturer', 'value': 'Pedea'}]",,,,,
40,,,,,,,,,
41,,,,,,,,,
42,TARION Leather Camera Strap Long Neck Strap Vintage Shoulder Straps Genuine Leather Camcorder Strap for SLR DSLR Cameras (TNS-L5),,,"[{'info': 'Package Dimensions', 'value': '4.8 x 4.76 x 1.73 inches'}, {'info': 'Item Weight', 'value': '2.12 ounces'}, {'info': 'ASIN', 'value': 'B08VJ3YMC7'}, {'info': 'Item model number', 'value': 'MVEUF-Straps-UK'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.2 out of 5 stars 233 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.2 out of 5 stars'}, {'info': 'Date First Available', 'value': 'April 17, 2019'}, {'info': 'Manufacturer', 'value': 'TARION'}]",,,,,/TARION-Leather-Vintage-Shoulder-Camcorder/product-reviews/B08VJ3YMC7/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
43,,,,,,,,,
44,,,,,,,,,
45,"Manfrotto Tripod Befree Advanced Alu BLK, MKBFRLA4BK-BH",,,"[{'info': 'Product Dimensions', 'value': '4.65 x 4.65 x 17.52 inches'}, {'info': 'Item Weight', 'value': '3.5 pounds'}, {'info': 'Manufacturer', 'value': 'Manfrotto'}, {'info': 'ASIN', 'value': 'B079CRJC8C'}, {'info': 'Item model number', 'value': 'MKBFRLA4BK-BH'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.7 out of 5 stars 334 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.7 out of 5 stars'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'Date First Available', 'value': 'June 1, 2018'}]",,,,,
46,"Tripod for ipad,",,,"[{'info': 'Package Dimensions', 'value': '19.88 x 4.33 x 4.33 inches'}, {'info': 'Item Weight', 'value': '2.42 pounds'}, {'info': 'ASIN', 'value': 'B07TTG15NK'}, {'info': 'Item model number', 'value': 'GT-1'}, {'info': 'Batteries', 'value': '1 AAA batteries required.'}, {'info': 'Date First Available', 'value': 'November 15, 2020'}, {'info': 'Manufacturer', 'value': 'MOCHUAN'}]",,,,,
47,,,,,,,,,
48,,,,,,,,,
49,"Neewer Portable Desktop Mini Tripod - Aluminum Alloy 20 inches/ 50 centimeters with 360 Degree Ball Head, 1/4 inch Quick Shoe Plate for DSLR Camera Video Camcorder, Load up to 11 pounds/5 kilograms",,,"[{'info': 'Product Dimensions', 'value': '6.89 x 3.94 x 3.94 inches'}, {'info': 'Item Weight', 'value': '1.7 pounds'}, {'info': 'ASIN', 'value': 'B07FKDH3BC'}, {'info': 'Item model number', 'value': '10094008'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.7 out of 5 stars 1,152 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.7 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#8 in Tabletop & Travel Tripods #88 in Complete Tripod Units'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'Date First Available', 'value': 'July 12, 2018'}, {'info': 'Manufacturer', 'value': 'Neewer'}]",MiKeety,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A337K16AMO9E98&isAmazonFulfilled=1,,,/Neewer-Portable-Desktop-Mini-Tripod/product-reviews/B07FKDH3BC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
50,,,,,,,,,
51,,,,,,,,,
52,Lowepro ProTactic MG 160 AW II Mirrorless and DSLR Messenger - with QuickShelf Divider System - Camera Gear to Personal belongings - for Mirrorless Like Sony Apha9 - LP37266-PWW,,,"[{'info': 'Product Dimensions', 'value': '15.7 x 6.7 x 11 inches'}, {'info': 'Item Weight', 'value': '2.85 pounds'}, {'info': 'ASIN', 'value': 'B08F2XGJNT'}, {'info': 'Item model number', 'value': 'LP37266-PWW'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.1 out of 5 stars 7 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.1 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#1,906 in Camera Cases'}, {'info': 'Date First Available', 'value': 'July 29, 2020'}, {'info': 'Manufacturer', 'value': 'Lowepro'}]",,,,,/Lowepro-ProTactic-TLZ-DSLR-toploader/product-reviews/B08F2XGJNT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
53,,,,,,,,,
54,,,,,,,,,
55,"Neewer Camera Shoulder Rig, Video Film Making System Kit for DSLR Camera and Camcorder with Shoulder Mount, 15mm Rod, Handgrip and Matte Box, Compatible with Canon/Nikon/Sony/Pentax/Fujifilm/Panasonic",,,"[{'info': 'Product Dimensions', 'value': '14 x 8 x 7 inches'}, {'info': 'Item Weight', 'value': '4.2 pounds'}, {'info': 'ASIN', 'value': 'B019W91U7G'}, {'info': 'Item model number', 'value': 'Neewer'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.4 out of 5 stars 1,203 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.4 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#52 in Professional Video Stabilizers'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'Date First Available', 'value': 'December 28, 2015'}, {'info': 'Manufacturer', 'value': 'Neewer'}]",Aikou Trading,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A1BG5WVIUI0MNR&isAmazonFulfilled=1,,,/Neewer-Camcorder-Fujifilm-Panasonic-Include/product-reviews/B019W91U7G/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
56,,,,,,,,,
57,,,,,,,,,
58,,,,,,,,,
59,,,,,,,,,
60,,,,,,,,,
61,,,,,,,,,
62,,,,,,,,,
63,,,,,,,,,
64,,,,,,,,,
65,,,,,,,,,
66,,,,,,,,,
67,S-ZONE Water Resistant Camera Insert Bag with Sleeve Camera Case Upgraded Version 2.0,,,"[{'info': 'Package Dimensions', 'value': '11.9 x 7.7 x 1.3 inches'}, {'info': 'Item Weight', 'value': '5.3 ounces'}, {'info': 'ASIN', 'value': 'B07DNQPMLC'}, {'info': 'Item model number', 'value': 'S-ZONE D04V872B'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.4 out of 5 stars 310 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.4 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#114 in Camera Cases'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'Date First Available', 'value': 'June 11, 2018'}, {'info': 'Manufacturer', 'value': 'S-ZONE'}]",,,,,/S-ZONE-Waterproof-Camera-Insert-Sleeve/product-reviews/B07DNQPMLC/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
68,,,,,,,,,
69,,,,,,,,,
