,Unnamed: 0,product title,url,rating,price €,review_count,product
17,18,Feelworld LUT6 6-Zoll-DSLR-Kamera-Feldmonitor Touchscreen-Monitor mit 2600-nit-HDR / 3D-LUT-Wellenform VectorScope-Histogramm 1920 x 1080 IPS 4K HDMI-Eingang Ausgang,https://www.amazon.com/6-Zoll-DSLR-Kamera-Feldmonitor-Touchscreen-Monitor-2600-nit-HDR-3D-LUT-Wellenform-VectorScope-Histogramm/dp/B08D5ZNWJ5/ref=sr_1_19?dchild=1&keywords=DSLR&qid=1625668798&s=ce-de&sr=1-19,3.6 / 5,289.99 ,5.0,DSLR_Camera
18,19,"Canon EOS 2000D Spiegelreflexkamera Gehäuse (24,1 MP, DIGIC 4+, 7,5 cm (3,0 Zoll) LCD, Full-HD, WIFI, APS-C CMOS-Sensor), schwarz",https://www.amazon.com/Canon-EOS-2000D-Rebel-T7/dp/B07B9R7K3G/ref=sr_1_20?dchild=1&keywords=DSLR&qid=1625668798&s=ce-de&sr=1-20,4.7 / 5,372.57 ,1.284,DSLR_Camera
19,20,"Comica CVM-VM20 Kamera Shotgun Mikrofon, Super-Kardioid Kondensor Video Mikrofon mit OLED Power Display & Low Cut Filter Modi, Externes Camcorder Mikrofon für Canon,Nikon,Sony DSLR-Kamera/Smartphone",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg1_1?ie=UTF8&adId=A01935032SAMP467TFN5G&url=%2FCVM-VM20-Kondensator-Schrotflinten-DSLR-Kamera-Sto%25C3%259Fd%25C3%25A4mpferhalterung%2Fdp%2FB08NFT8DYB%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3DDSLR%26qid%3D1625668798%26s%3Dce-de%26sr%3D1-21-spons%26psc%3D1&qualifier=1625668798&id=3677107417032624&widgetName=sp_btf,4.6 / 5,149.00 ,45.0,DSLR_Camera
20,21,"Videokonferenz Licht, RGB LED Fotolicht Videoleuchte Licht, Laptop Licht mit Stativ und Suction Cup für Fernunterricht, Dimmbare Kamera Licht mit Eingebautem Akku für DSLR (Magnetischer, 2500K-9000K)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg1_1?ie=UTF8&adId=A00868251YDCJE7HV4DML&url=%2FVideokonferenz-Videoleuchte-Fernunterricht-Eingebautem-Magnetischer%2Fdp%2FB08TWMRFNM%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DDSLR%26qid%3D1625668798%26s%3Dce-de%26sr%3D1-22-spons%26psc%3D1&qualifier=1625668798&id=3677107417032624&widgetName=sp_btf,4.7 / 5,24.99 ,21.0,DSLR_Camera
21,22,"YONGNUO YN685 i-TTL HSS 1/8000s GN60 2,4 G kabelloser Blitzauslöser für Nikon D750 D810 D7200 D610 D7000 D5500 D5200 D5300 D3300 D3200 DSLR-Kameras, mit Andoer-Reinigungstuch",https://www.amazon.com/Yongnuo-yn685-I-TTL-Speedlight-D750-D810-D7200-D610-D7000-D5500-D5200-D5300-D3300-D3200-DSLR-Reinigungstuch/dp/B01HPTOX7O/ref=sr_1_23?dchild=1&keywords=DSLR&qid=1625668798&s=ce-de&sr=1-23,4.4 / 5,111.80 ,31.0,DSLR_Camera
22,23,koolehaoda Travel Portable H-50B Mini Stativ Compact Desktop Makro Mini Stativ mit Kugelkopf für DSLR Kamera Canon Nikon (H-50B),https://www.amazon.com/koolehaoda-Portable-H-50B-Compact-Kugelkopf/dp/B07DKYL3CJ/ref=sr_1_24?dchild=1&keywords=DSLR&qid=1625668798&s=ce-de&sr=1-24,4.5 / 5,49.99 ,55.0,DSLR_Camera
23,24,"Desview R7 Plus, Kamera Monitor Touchscreen, 7 Zoll DSLR Field Monitor 3D-Lut, HDR, Externer Feldmonitor 1920x1200 Bildschirm Display Screen, 4K HDMI EIN-/Ausgang für Canon Nikon Panasonic Sony",https://www.amazon.com/Desview-Touchscreen-Feldmonitor-1920x1200-Bildschirm/dp/B0832V2C3G/ref=sr_1_25?dchild=1&keywords=DSLR&qid=1625668798&s=ce-de&sr=1-25,4.2 / 5,289.99 ,213.0,DSLR_Camera
24,25,"MegaGear SLR, DSLR Schultergurt für Canon, Nikon, Samsung, Olympus, Sony, Fujifilm, Panasonic - Dunkelbraun",https://www.amazon.com/MegaGear-Schultergurt-Samsung-Fujifilm-Panasonic/dp/B07H2DPC1V/ref=sr_1_26?dchild=1&keywords=DSLR&qid=1625668798&s=ce-de&sr=1-26,4.3 / 5,10.39 ,92.0,DSLR_Camera
25,26,Neewer Video Rig System Set: Schulterriemen Standard 15mm großes Schienen-/Stangensystem Kompendium für Canon Nikon Sony und andere DSLR Kameras DV Camcorder (rot und schwarz),https://www.amazon.com/Neewer-Video-System-Schulterriemen-Stangensystem/dp/B071Y4VK65/ref=sr_1_27?dchild=1&keywords=DSLR&qid=1625668798&s=ce-de&sr=1-27,4.4 / 5,60.99 ,543.0,DSLR_Camera
26,27,"DJI RSC 2 - 3-Achsen-Stabilisator-Gimbal für spiegellose und DSLR-Kameras, Nikon Sony Panasonic Canon Fujifilm, Ronin SC, 3kg Zuladung, Porträtmodus, Touchscreen - Schwarz",https://www.amazon.com/Gndishangd-Edelstahl-Nummernschild-Getriebe-Einheitsgr%C3%B6%C3%9Fe/dp/B07FSWBDV9/ref=sr_1_28?dchild=1&keywords=DSLR&qid=1625668798&s=ce-de&sr=1-28,4.4 / 5,425.99 ,49.0,DSLR_Camera
27,28,"MT-34 Smartphone Tripod Ausziehbare Desktop-Kamera Stativ Mini Light Stand Vlog Stativ Selfie Stick mit 1/4"" Handstand Griff für Smartphone DSLR Kamera Light Vlogging Travel (Unterstützung 1,5 kg)",https://www.amazon.com/Smartphone-Ausziehbare-Desktop-Kamera-Handstand-Unterst%C3%BCtzung/dp/B08XVBKS83/ref=sr_1_29?dchild=1&keywords=DSLR&qid=1625668798&s=ce-de&sr=1-29,4.2 / 5,21.95 ,36.0,DSLR_Camera
28,29,"RaLeno Hochwertiges Handy Mikrofon mit Halterung, kompakt am Kameramikrofon, Kompatibel mit Smartphone, Sony, Canon und Nikon Kameras",https://www.amazon.com/Sto%C3%9Fd%C3%A4mpferhalterung-Deadcat-Windschutzscheibe-Android-Smartphones-Camcorder-Perfektes-Kameramikrofon/dp/B08FT37PJY/ref=sr_1_30?dchild=1&keywords=DSLR&qid=1625668798&s=ce-de&sr=1-30,4.1 / 5,31.99 ,364.0,DSLR_Camera
29,30,Comica CVM-VM20 Condenser Shotgun Microphone for Canon Sony Nikon DSLR Camera/Camcorder/iPhone External Video Microphone with Shock Absorber Mount Compact on Camera Microphone,https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg2_1?ie=UTF8&adId=A01935032SAMP467TFN5G&url=%2FCVM-VM20-Condenser-Microphone-Camcorder-External%2Fdp%2FB08NFT8DYB%2Fref%3Dsr_1_25_sspa%3Fdchild%3D1%26keywords%3DDSLR%26qid%3D1625668799%26s%3Dce-de%26sr%3D1-25-spons%26psc%3D1&qualifier=1625668799&id=3505891544566904&widgetName=sp_atf_next,4.6 / 5,149.00,45.0,DSLR_Camera
30,31,"Omegon Mini Track LX3 N Photo Mount - Travel Mount for Astrophotography, Panorama and Timelapse Photography with DSLR",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg2_1?ie=UTF8&adId=A0195322JDSP9WFISFHX&url=%2FOmegon-Track-LX3-Photo-Mount%2Fdp%2FB07QMBQSPJ%2Fref%3Dsr_1_26_sspa%3Fdchild%3D1%26keywords%3DDSLR%26qid%3D1625668799%26s%3Dce-de%26sr%3D1-26-spons%26psc%3D1%26smid%3DA2QGSSHY6RX5FN&qualifier=1625668799&id=3505891544566904&widgetName=sp_atf_next,4.5 / 5,194.00,211.0,DSLR_Camera
31,32,"Comica Lavalier BoomX-D D2 Wireless Microphone System, 2.4 GHz Wireless Microphone, 50 m Range, Internal/External Input, Audio Monitoring for Interview Camera DSLR Smartphone",https://www.amazon.com/-/en/Lavalier-Microphone-Monitoring-Interview-Smartphone/dp/B088FT7LS9/ref=sr_1_27?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-27,4.2 / 5,269.99,22.0,DSLR_Camera
32,33,"SanDisk Extreme PRO 64GB SDXC Memory Card up to 170MB/s, UHS-1, Class 10, U3, V30",https://www.amazon.com/-/en/SanDisk-Extreme-Memory-170MB-UHS-1/dp/B07H9J1YXN/ref=sr_1_28?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-28,4.8 / 5,17.95,102.648,DSLR_Camera
33,34,MEKE MK-N-AF1-A Macro Electronic Holder Auto Focus Macro Metal Extension Tube Adapter for Nikon DSLR Camera D80 D90 D300 D300 SD800 D3100 D3200 D5000 D51000 D5200 D7000 D7100 etc.,https://www.amazon.com/-/en/MK-N-AF1-Electronic-Holder-Extension-Adapter/dp/B071VVYFL1/ref=sr_1_29?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-29,4.2 / 5,52.99,236.0,DSLR_Camera
34,35,"Magic Arm, Magic Arm, 11 Inch Articulated Arm, Super Clamp Crab Pliers Clip, Aluminium Alloy Hinged Magic Arm for Video Tripods, DSLR Rigs, Dollies and Recording Tables",https://www.amazon.com/-/en/Articulated-Aluminium-Tripods-Dollies-Recording/dp/B08L7J91HV/ref=sr_1_30?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-30,4.2 / 5,20.88,6.0,DSLR_Camera
35,36,160 Series:,https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg2_1?ie=UTF8&adId=A10385952MUWFZF3XL5JB&url=%2F160-Series%2Fdp%2FB07H31M2PD%2Fref%3Dsr_1_31_sspa%3Fdchild%3D1%26keywords%3DDSLR%26qid%3D1625668799%26s%3Dce-de%26sr%3D1-31-spons%26psc%3D1&qualifier=1625668799&id=3505891544566904&widgetName=sp_mtf,4.3 / 5,129.99,342.0,DSLR_Camera
36,37,DOMISO SLR DSLR Camera Case Waterproof Camera Bag for SLR Camera System Camera Brown,https://www.amazon.com/-/en/DOMISO-Camera-Waterproof-System-Brown/dp/B08ZSQ4VWL/ref=sr_1_32?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-32,4.8 / 5,34.99,53.0,DSLR_Camera
37,38,"HDMI Capture Card Video Recording Card, 1080p USB 2.0, Recording via a DSLR Camcorder, Camera for Live Transmission with High Definition Capture",https://www.amazon.com/-/en/Capture-Recording-Camcorder-Transmission-Definition/dp/B088K74H1V/ref=sr_1_33?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-33,4.3 / 5,9.00,86.0,DSLR_Camera
38,39,"PEDEA DSLR Camera Case ""Guard"" for SLR Cameras with Waterproof Rain Cover, Carry Strap and Accessory Compartments, Size XL Black",https://www.amazon.com/-/en/Camera-Cameras-Waterproof-Accessory-Compartments/dp/B077Q6RKM2/ref=sr_1_34?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-34,4.9 / 5,26.90,30.0,DSLR_Camera
39,40,Neewer NW-670 TTL Flash Unit with LCD Display Set,https://www.amazon.com/-/en/Neewer-NW-670-Flash-Unit-Display/dp/B00OHFKWWU/ref=sr_1_35?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-35,4.5 / 5,104.99,735.0,DSLR_Camera
40,41,"Video Conference Light, RGB LED Photo Light, Video Light, Laptop Light with Tripod and Suction Cup for Remote Teaching, Dimmable Camera Light with Built-in Battery for DSLR (Magnetic, 2500K-9000K)",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg2_1?ie=UTF8&adId=A00868251YDCJE7HV4DML&url=%2FConference-Teaching-Dimmable-Magnetic-2500K-9000K%2Fdp%2FB08TWMRFNM%2Fref%3Dsr_1_36_sspa%3Fdchild%3D1%26keywords%3DDSLR%26qid%3D1625668799%26s%3Dce-de%26sr%3D1-36-spons%26psc%3D1&qualifier=1625668799&id=3505891544566904&widgetName=sp_mtf,4.7 / 5,24.99,21.0,DSLR_Camera
41,42,TARION Camera Strap Leather Camera Strap Vintage Brown Shoulder Strap for SLR DSLR Compact Cameras (Red Brown),https://www.amazon.com/-/en/Leather-Vintage-Shoulder-Compact-Cameras/dp/B08VJ3YMC7/ref=sr_1_37?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-37,4.4 / 5,15.99,729.0,DSLR_Camera
42,43,"Moman table tripod with ball head, mini camera tripod 360 ° degrees tripod head, 1/4 3/8 screw attachment, CNC aluminium, 10 kg payload with carry bag for Canon Sony Nikon Panasonic DSLR camera, smartphone.",https://www.amazon.com/-/en/degrees-attachment-aluminium-Panasonic-smartphone/dp/B08747M9BP/ref=sr_1_38?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-38,4.6 / 5,69.99,25.0,DSLR_Camera
43,44,LILLIPUT A11 10.1 Inch Broadcast Field Monitor DSLR Camera Monitor Full HD 1920x1200P 3G-SDI HDMI IPS Camera Video Monitor,https://www.amazon.com/-/en/LILLIPUT-Broadcast-Monitor-Camera-1920x1200P/dp/B08DKT5BHV/ref=sr_1_39?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-39,4.8 / 5,349.00,8.0,DSLR_Camera
44,45,Manfrotto Befree travel tripod,https://www.amazon.com/-/en/MKBFRLA4BK-BH-Manfrotto-Befree-travel-tripod/dp/B079CRJC8C/ref=sr_1_40?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-40,4.7 / 5,132.99,334.0,DSLR_Camera
45,46,"GooFoto Tripod Camera, 148 cm Lightweight Aluminium Camera Tripod for DSLR Canon/Nikon/Sony, Mobile Phone Tripod for iPhone/Samsung/Huawei, Travel Tripod with Carry Bag and Phone Clip, Maximum Load 3 kg",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg2_1?ie=UTF8&adId=A04782433DG688REPDQ7I&url=%2FGooFoto-Lightweight-Aluminium-Samsung-Maximum%2Fdp%2FB07TTG15NK%2Fref%3Dsr_1_41_sspa%3Fdchild%3D1%26keywords%3DDSLR%26qid%3D1625668799%26s%3Dce-de%26sr%3D1-41-spons%26psc%3D1&qualifier=1625668799&id=3505891544566904&widgetName=sp_mtf,4.5 / 5,30.59,629.0,DSLR_Camera
46,47,"Pedea Fashionable DSLR Camera Bag for SLR Cameras, with Waterproof Rain Cover, Carry Strap and Accessory Compartments",https://www.amazon.com/-/en/Fashionable-Cameras-Waterproof-Accessory-Compartments/dp/B077Y6H5XK/ref=sr_1_42?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-42,4.7 / 5,23.90,18.0,DSLR_Camera
47,48,SMALLRIG 15 mm Rod Clamp Dual,https://www.amazon.com/-/en/SMALLRIG-15-mm-Rod-Clamp-Dual/dp/B0776VFMZL/ref=sr_1_43?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-43,4.8 / 5,19.90,36.0,DSLR_Camera
48,49,"Neewer Portable table mini tripod - aluminium alloy 50 cm with 360 degree ball head, 1/4 inch quick release plate for DSLR camera video camcorder, load capacity up to 5 kg",https://www.amazon.com/-/en/Neewer-Portable-table-mini-tripod/dp/B07FKDH3BC/ref=sr_1_44?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-44,4.7 / 5,56.94,1.135,DSLR_Camera
49,50,"Cellonic® USB Cable for Sony DSC-H300 -H400 -H90 DSC-W830 -W810 -W800 -W730 -W710 -W690 -W630 -W610 -W530 -W510 -W320 DSLR-A200 -A100 300 A. 330 - A350 - A700 - A850 - A900, data cable",https://www.amazon.com/-/en/Cellonic%C2%AE-Cable-DSC-H300-DSC-W830-DSLR-A200-black/dp/B072VPXBCJ/ref=sr_1_45?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-45,4.2 / 5,8.95,24.0,DSLR_Camera
50,51,Neewer Advanced 2.4 G 660 LED Lighting Kit,https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg2_1?ie=UTF8&adId=A1042732K8QVJAQCKR3W&url=%2FNeewer-Advanced-2-4-660-Lighting%2Fdp%2FB07X1S3VWV%2Fref%3Dsr_1_46_sspa%3Fdchild%3D1%26keywords%3DDSLR%26qid%3D1625668799%26s%3Dce-de%26sr%3D1-46-spons%26psc%3D1%26smid%3DA1QES8UG50BJBL&qualifier=1625668799&id=3505891544566904&widgetName=sp_btf,4.4 / 5,337.99,57.0,DSLR_Camera
51,52,Lowepro ProTactic DSLR Toploader,https://www.amazon.com/-/en/LP37279-PWW-Lowepro-ProTactic-DSLR-Toploader/dp/B08F2Z7TRJ/ref=sr_1_47?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-47,4.8 / 5,74.89,2.045,DSLR_Camera
52,53,Neewer Universal 2.5x 3.2 inch LCD Display Magnifier for Canon Nikon Sony Olympus Pentax DSLR Cameras,https://www.amazon.com/-/en/Universal-Display-Magnifier-Olympus-Cameras/dp/B0778L9JGF/ref=sr_1_48?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-48,4.1 / 5,38.85,206.0,DSLR_Camera
53,55,"Neewer® DSLR Film Video Camera Rig Set System Kit for Camcorder or DSLR such as Canon Nikon Sony Pentax Fujifilm Panasonic, Includes: (1) Shoulder Mount + (1) 15mm Rail Rod System + (1) Matte Box",https://www.amazon.com/-/en/Neewer%C2%AE-Camera-Camcorder-Fujifilm-Panasonic/dp/B019W91U7G/ref=sr_1_50?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-50,4.3 / 5,64.99,616.0,DSLR_Camera
54,56,SanDisk Extreme 64GB,https://www.amazon.com/-/en/SDSDXV6-064G-GNCIN-SanDisk-Extreme-64GB/dp/B07H42L4TJ/ref=sr_1_51?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-51,4.8 / 5,13.29,38.774,DSLR_Camera
55,57,"MegaGear Torres Real Leather Messenger Bag for Mirrorless, Instant and DSLR Cameras",https://www.amazon.com/-/en/MegaGear-MG1332-Leather-Mirrorless-Instant/dp/B076ZSG8Q4/ref=sr_1_52?dchild=1&keywords=DSLR&qid=1625668799&s=ce-de&sr=1-52,4.5 / 5,77.47,168.0,DSLR_Camera
