,name,product_summary,product_tech_spec,product_addl_info,seller,seller_link,freq_bought,freq_bought_link,link_to_all_reviews
28,,,,,,,,,
29,,,,,,,,,
30,,,,,,,,,
31,,,,,,,,,
32,,,,,,,,,
33,,,,,,,,,
34,,,,,,,,,
35,,,,,,,,,
36,,,,,,,,,
37,,,,,,,,,
38,,,,,,,,,
39,,,,,,,,,
40,,,,,,,,,
41,,,,,,,,,
42,,,,,,,,,
43,,,,,,,,,
44,,,,,,,,,
45,,,,,,,,,
46,,,,,,,,,
47,,,,,,,,,
48,,,,,,,,,
49,,,,,,,,,
50,,,,,,,,,
51,,,,,,,,,
52,"OUKITEL Dual-SIM Android10 Smartphone 6,4 Zoll 1080 2310 FHD+ 4G 20MP AI Frontkamera Rückseite Quad-Kamera Helio P60 Simlockfreie Handys Ohne Vertrag C21 Schwarz",,,"[{'info': 'Product Dimensions', 'value': '6.19 x 2.97 x 0.34 inches'}, {'info': 'Item Weight', 'value': '6 ounces'}, {'info': 'ASIN', 'value': 'B08JGN9JY8'}, {'info': 'Item model number', 'value': 'OUKITEL C21'}, {'info': 'Batteries', 'value': '1 Lithium Polymer batteries required. (included)'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.2 out of 5 stars 499 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.2 out of 5 stars'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'OS', 'value': 'Android 10.0'}, {'info': 'RAM', 'value': '4 GB'}, {'info': 'Wireless communication technologies', 'value': 'Cellular'}, {'info': 'Other display features', 'value': 'Wireless'}, {'info': 'Form Factor', 'value': 'Smartphone'}, {'info': 'Colour', 'value': 'Gray'}, {'info': 'Manufacturer', 'value': 'OUKITEL'}, {'info': 'Date First Available', 'value': 'January 8, 2021'}]",,,,,
53,,,,,,,,,
54,,,,,,,,,
55,Bluetooth Speakers-23,,,"[{'info': 'Product Dimensions', 'value': '5.98 x 2.95 x 0.55 inches'}, {'info': 'Item Weight', 'value': '7.9 ounces'}, {'info': 'Manufacturer', 'value': 'Tiamat+'}, {'info': 'ASIN', 'value': 'B085LCZWNX'}, {'info': 'Item model number', 'value': 'Blackview BV5500'}, {'info': 'Batteries', 'value': '1 Lithium ion batteries required. (included)'}, {'info': 'Date First Available', 'value': 'August 14, 2020'}]",,,,,
56,,,,,,,,,
57,,,,,,,,,
58,,,,,,,,,
59,,,,,,,,,
60,,,,,,,,,
61,,,,,,,,,
62,,,,,,,,,
63,,,,,,,,,
64,,,,,,,,,
65,,,,,,,,,
66,,,,,,,,,
67,,,,,,,,,
68,,,,,,,,,
69,,,,,,,,,
70,,,,,,,,,
71,,,,,,,,,
72,,,,,,,,,
73,,,,,,,,,
74,,,,,,,,,
75,,,,,,,,,
76,,,,,,,,,
77,,,,,,,,,
78,"Rugged Smartphone, F150 Unlocked Phones 8000mAh Battery, Android 10 4G Global Dual-SIM IP68 Waterproof Rugged Phone, 5.86"" HD+ 6GB + 64GB Face/Fingerprint ID Quad Camera NFC, GPS (Yellow)",,,"[{'info': 'Product Dimensions', 'value': '6.22 x 3.07 x 0.71 inches'}, {'info': 'Item Weight', 'value': '11.1 ounces'}, {'info': 'ASIN', 'value': 'B091BZKCJN'}, {'info': 'Item model number', 'value': 'B2021'}, {'info': 'Batteries', 'value': '1 Lithium ion batteries required. (included)'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.5 out of 5 stars 39 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.5 out of 5 stars'}, {'info': 'OS', 'value': 'Android 10.0'}, {'info': 'Wireless communication technologies', 'value': 'Cellular, NFC'}, {'info': 'Connectivity technologies', 'value': 'NFC'}, {'info': 'Other display features', 'value': 'Wireless'}, {'info': 'Device interface - primary', 'value': 'Buttons'}, {'info': 'Other camera features', 'value': 'Rear, Front'}, {'info': 'Form Factor', 'value': 'Smartphone'}, {'info': 'Colour', 'value': 'Yellow'}, {'info': 'Phone Talk Time', 'value': '18 Hours'}, {'info': 'Manufacturer', 'value': 'IIIF150'}, {'info': 'Date First Available', 'value': 'April 7, 2021'}]",,,,,
79,,,,,,,,,
80,,,,,,,,,
81,,,,,,,,,
82,,,,,,,,,
83,"Samsung Galaxy A20e Dual-SIM SM-A202F/DS 32GB (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Black)",,,"[{'info': 'Product Dimensions', 'value': '2.74 x 0.33 x 5.8 inches'}, {'info': 'Item Weight', 'value': '5 ounces'}, {'info': 'ASIN', 'value': 'B07QKMZPQ5'}, {'info': 'Item model number', 'value': 'SM-A202FZKDDBT'}, {'info': 'Batteries', 'value': '1 Lithium Polymer batteries required. (included)'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.4 out of 5 stars 57 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.4 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#120,799 in Electronics ( See Top 100 in Electronics ) #4,581 in Cell Phones'}, {'info': 'RAM', 'value': '3 GB'}, {'info': 'Wireless communication technologies', 'value': 'Cellular'}, {'info': 'Display size', 'value': '8.4 millimeters'}, {'info': 'Other display features', 'value': 'Wireless'}, {'info': 'Device interface - primary', 'value': 'Touchscreen'}, {'info': 'Other camera features', 'value': 'Front'}, {'info': 'Form Factor', 'value': 'Smartphone'}, {'info': 'Manufacturer', 'value': 'Samsung'}, {'info': 'Date First Available', 'value': 'June 17, 2019'}]",,,,,/Samsung-Dual-SIM-SM-A202F-Unlocked-Smartphone/product-reviews/B07QKMZPQ5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
84,,,,,,,,,
85,,,,,,,,,
86,,,,,,,,,
87,"[2021 Latest Version] LED Ring Light, 6.3 Inches, Clip Type, Photography Light, Selfie Light, 360 Degree Rotation, Actress Light, Zoom Light, USB Desktop Lighting Light, 10 Levels Dimmer, Clip Type, Web Conference, Selfie Compensation, Beauty Cosmetics, Video Camera Camera Camera, Live Broadcasting, YouTube Facebook Twitter Tik Tok Japanese Instructions Included (English Language Not Guaranteed)",,,,,,,,
88,,,,,,,,,
89,,,,,,,,,
90,,,,,,,,,
91,,,,,,,,,
92,,,,,,,,,
93,,,,,,,,,
94,,,,,,,,,
95,,,,,,,,,
96,,,,,,,,,
97,,,,,,,,,
98,,,,,,,,,
99,,,,,,,,,
100,,,,,,,,,
101,,,,,,,,,
102,,,,,,,,,
103,,,,,,,,,
104,,,,,,,,,
105,,,,,,,,,
106,,,,,,,,,
107,,,,,,,,,
108,,,,,,,,,
109,,,,,,,,,
110,,,,,,,,,
111,"Rugged Smartphone, F150 Unlocked Phones 8000mAh Battery, Android 10 4G Global Dual-SIM IP68 Waterproof Rugged Phone, 5.86"" HD+ 6GB + 64GB Face/Fingerprint ID Quad Camera NFC, GPS (Yellow)",,,"[{'info': 'Product Dimensions', 'value': '6.22 x 3.07 x 0.71 inches'}, {'info': 'Item Weight', 'value': '11.1 ounces'}, {'info': 'ASIN', 'value': 'B091BZKCJN'}, {'info': 'Item model number', 'value': 'B2021'}, {'info': 'Batteries', 'value': '1 Lithium ion batteries required. (included)'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.5 out of 5 stars 39 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.5 out of 5 stars'}, {'info': 'OS', 'value': 'Android 10.0'}, {'info': 'Wireless communication technologies', 'value': 'Cellular, NFC'}, {'info': 'Connectivity technologies', 'value': 'NFC'}, {'info': 'Other display features', 'value': 'Wireless'}, {'info': 'Device interface - primary', 'value': 'Buttons'}, {'info': 'Other camera features', 'value': 'Rear, Front'}, {'info': 'Form Factor', 'value': 'Smartphone'}, {'info': 'Colour', 'value': 'Yellow'}, {'info': 'Phone Talk Time', 'value': '18 Hours'}, {'info': 'Manufacturer', 'value': 'IIIF150'}, {'info': 'Date First Available', 'value': 'April 7, 2021'}]",,,,,
112,"Günstiges Smartphone ohne vertrag, 128GB Speicher (256GB erweiterbar),6.2 Zoll Bildschirm, Android 10 Handy mit AI Quad Kamera, 4200mAh großer Akuu, HAFURY G20 Deutsch Version (Grün)",,,"[{'info': 'Product Dimensions', 'value': '6.1 x 2.87 x 0.39 inches'}, {'info': 'Item Weight', 'value': '6.5 ounces'}, {'info': 'Manufacturer', 'value': 'HAFURY'}, {'info': 'ASIN', 'value': 'B08DR7NSVC'}, {'info': 'Item model number', 'value': 'HAFURY G20'}, {'info': 'Batteries', 'value': '1 AAA batteries required. (included)'}, {'info': 'Date First Available', 'value': 'March 12, 2021'}]",,,,,
113,,,,,,,,,
114,,,,,,,,,
115,,,,,,,,,
116,,,,,,,,,
117,,,,,,,,,
118,,,,,,,,,
119,,,,,,,,,
120,,,,,,,,,
121,,,,,,,,,
122,,,,,,,,,
123,,,,,,,,,
124,,,,,,,,,
125,,,,,,,,,
126,,,,,,,,,
127,,,,,,,,,
128,,,,,,,,,
129,,,,,,,,,
130,,,,,,,,,
131,,,,,,,,,
132,,,,,,,,,
133,,,,,,,,,
134,,,,,,,,,
135,,,,,,,,,
136,,,,,,,,,
137,,,,,,,,,
138,,,,,,,,,
139,,,,,,,,,
140,,,,,,,,,
141,,,,,,,,,
142,,,,,,,,,
143,,,,,,,,,
144,,,,,,,,,
145,"Wireless Lavalier Microphone 2.4G Dual-Channel Hollyland Lark 150 with Charging Case,2&20g Ultra-Light Transmitters Built-in Hi-Fi MEMS Mic 5ms Latency &100m DSP with Cameras iPhone Mixer PC",,,"[{'info': 'Item Weight', 'value': '1.44 pounds'}, {'info': 'Product Dimensions', 'value': '2.36 x 5.12 x 2.36 inches'}, {'info': 'ASIN', 'value': 'B08PKG16X8'}, {'info': 'Item model number', 'value': 'Lark 150'}, {'info': 'Batteries', 'value': '4 Lithium Polymer batteries required.'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.5 out of 5 stars 22 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.5 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#4,892 in Musical Instruments ( See Top 100 in Musical Instruments ) #90 in Wireless Lavalier Microphones & Systems #2,118 in Music Recording Equipment'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'Date First Available', 'value': 'December 3, 2020'}, {'info': 'Color Name', 'value': 'Black'}, {'info': 'Connector Type', 'value': 'USB, 3.5 mm Jack'}, {'info': 'Signal Format', 'value': '2.4GHz'}, {'info': 'Mixer Channel Quantity', 'value': '2'}, {'info': 'Speaker Size', 'value': '21'}, {'info': 'Wireless Microphone Frequency', 'value': '2.4 KHz'}, {'info': 'Size', 'value': '16*14*7cm'}, {'info': 'Hardware Platform', 'value': 'PC'}, {'info': 'Power Source', 'value': 'Battery Powered'}]",,,,,/Dual-Channel-Lark-150-Ultra-Light-Transmitters/product-reviews/B08PKG16X8/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
146,,,,,,,,,
147,,,,,,,,,
148,,,,,,,,,
149,,,,,,,,,
150,,,,,,,,,
151,,,,,,,,,
152,,,,,,,,,
153,,,,,,,,,
154,,,,,,,,,
155,,,,,,,,,
156,,,,,,,,,
157,,,,,,,,,
158,,,,,,,,,
159,,,,,,,,,
160,,,,,,,,,
161,,,,,,,,,
162,,,,,,,,,
163,,,,,,,,,
164,,,,,,,,,
165,,,,,,,,,
166,,,,,,,,,
167,,,,,,,,,
168,,,,,,,,,
169,,,,,,,,,
170,,,,,,,,,
171,,,,,,,,,
172,,,,,,,,,
173,,,,,,,,,
174,"Xiaomi Poco X3 NFC 128GB, 6GB RAM, 5160mAh (typ) Large Battery, 6.67 DotDisplay, QUALCOMM Snapdragon GSM LTE Factory Unlocked Smartphone - International Version (Shadow Grey)",,,"[{'info': 'Product Dimensions', 'value': '0.37 x 3.02 x 6.51 inches'}, {'info': 'Item Weight', 'value': '7.6 ounces'}, {'info': 'ASIN', 'value': 'B08H5JDD76'}, {'info': 'Item model number', 'value': 'M2007J20CG'}, {'info': 'Batteries', 'value': '1 Lithium Polymer batteries required. (included)'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.4 out of 5 stars 2,226 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.4 out of 5 stars'}, {'info': 'Best Sellers Rank', 'value': '#4,413 in Electronics ( See Top 100 in Electronics ) #181 in Cell Phones'}, {'info': 'Date First Available', 'value': 'September 17, 2020'}, {'info': 'Manufacturer', 'value': 'Xiaomi'}]",OMEGA DISTRIBUTION USA,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A25SG7EATCL8K6&isAmazonFulfilled=1,,,/Xiaomi-DotDisplay-QUALCOMM-Snapdragon-Smartphone/product-reviews/B08H5JDD76/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
175,,,,,,,,,
176,,,,,,,,,
177,,,,,,,,,
178,"Rugged Smartphone, F150 Unlocked Phones 8000mAh Battery, Android 10 4G Global Dual-SIM IP68 Waterproof Rugged Phone, 5.86"" HD+ 6GB + 64GB Face/Fingerprint ID Quad Camera NFC, GPS (Yellow)",,,"[{'info': 'Product Dimensions', 'value': '6.22 x 3.07 x 0.71 inches'}, {'info': 'Item Weight', 'value': '11.1 ounces'}, {'info': 'ASIN', 'value': 'B091BZKCJN'}, {'info': 'Item model number', 'value': 'B2021'}, {'info': 'Batteries', 'value': '1 Lithium ion batteries required. (included)'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 4.5 out of 5 stars 39 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 4.5 out of 5 stars'}, {'info': 'OS', 'value': 'Android 10.0'}, {'info': 'Wireless communication technologies', 'value': 'Cellular, NFC'}, {'info': 'Connectivity technologies', 'value': 'NFC'}, {'info': 'Other display features', 'value': 'Wireless'}, {'info': 'Device interface - primary', 'value': 'Buttons'}, {'info': 'Other camera features', 'value': 'Rear, Front'}, {'info': 'Form Factor', 'value': 'Smartphone'}, {'info': 'Colour', 'value': 'Yellow'}, {'info': 'Phone Talk Time', 'value': '18 Hours'}, {'info': 'Manufacturer', 'value': 'IIIF150'}, {'info': 'Date First Available', 'value': 'April 7, 2021'}]",,,,,
179,"Günstiges Smartphone ohne vertrag, 128GB Speicher (256GB erweiterbar),6.2 Zoll Bildschirm, Android 10 Handy mit AI Quad Kamera, 4200mAh großer Akuu, HAFURY G20 Deutsch Version (Grün)",,,"[{'info': 'Product Dimensions', 'value': '6.1 x 2.87 x 0.39 inches'}, {'info': 'Item Weight', 'value': '6.5 ounces'}, {'info': 'Manufacturer', 'value': 'HAFURY'}, {'info': 'ASIN', 'value': 'B08DR7NSVC'}, {'info': 'Item model number', 'value': 'HAFURY G20'}, {'info': 'Batteries', 'value': '1 AAA batteries required. (included)'}, {'info': 'Date First Available', 'value': 'March 12, 2021'}]",,,,,
180,,,,,,,,,
181,,,,,,,,,
182,,,,,,,,,
183,,,,,,,,,
184,,,,,,,,,
185,,,,,,,,,
186,,,,,,,,,
187,,,,,,,,,
188,,,,,,,,,
189,,,,,,,,,
190,,,,,,,,,
191,,,,,,,,,
192,,,,,,,,,
193,,,,,,,,,
194,,,,,,,,,
195,,,,,,,,,
196,,,,,,,,,
197,,,,,,,,,
198,,,,,,,,,
199,,,,,,,,,
200,,,,,,,,,
201,,,,,,,,,
202,,,,,,,,,
203,"Samsung Galaxy A20e Dual-SIM SM-A202F/DS 32GB (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Blue)",,,"[{'info': 'Product Dimensions', 'value': '2.74 x 0.33 x 5.8 inches'}, {'info': 'Item Weight', 'value': '5 ounces'}, {'info': 'ASIN', 'value': 'B07QKDWNFT'}, {'info': 'Item model number', 'value': 'SM-A202FZBDDBT'}, {'info': 'Batteries', 'value': '1 Lithium Polymer batteries required. (included)'}, {'info': 'Customer Reviews', 'value': '/*\n* Fix for UDP-1061. Average customer reviews has a small extra line on hover\n* https://omni-grok.amazon.com/xref/src/appgroup/websiteTemplates/retail/SoftlinesDetailPageAssets/udp-intl-lock/src/legacy.css?indexName=WebsiteTemplates#40\n*/\n.noUnderline a:hover {\ntext-decoration: none;\n} 3.6 out of 5 stars 58 ratings P.when(\'A\', \'ready\').execute(function(A) {\nA.declarative(\'acrLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true }, function(event){\nif(window.ue) {\nue.count(""acrLinkClickCount"", (ue.count(""acrLinkClickCount"") || 0) + 1);\n}\n});\n}); P.when(\'A\', \'cf\').execute(function(A) {\nA.declarative(\'acrStarsLink-click-metrics\', \'click\', { ""allowLinkDefault"" : true },  function(event){\nif(window.ue) {\nue.count(""acrStarsLinkWithPopoverClickCount"", (ue.count(""acrStarsLinkWithPopoverClickCount"") || 0) + 1);\n}\n});\n}); 3.6 out of 5 stars'}, {'info': 'Is Discontinued By Manufacturer', 'value': 'No'}, {'info': 'RAM', 'value': '3 GB'}, {'info': 'Wireless communication technologies', 'value': 'Cellular'}, {'info': 'Other display features', 'value': 'Wireless'}, {'info': 'Device interface - primary', 'value': 'Touchscreen'}, {'info': 'Other camera features', 'value': 'Front'}, {'info': 'Form Factor', 'value': 'Smartphone'}, {'info': 'Phone Talk Time', 'value': '1140 minutes'}, {'info': 'Manufacturer', 'value': 'Samsung'}, {'info': 'Date First Available', 'value': 'June 7, 2019'}]",INTEGRON TECHNOLOGIES INC,https://www.amazon.com/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?ie=UTF8&seller=A3IWU819C03265,,,/Samsung-Dual-SIM-SM-A202F-Unlocked-Smartphone/product-reviews/B07QKDWNFT/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
204,,,,,,,,,
205,"Rugged Smartphone, F150 Unlocked Phones 8000mAh Battery, Android 10 4G Global Dual-SIM IP68 Waterproof Rugged Phone, 5.86"" HD+ 6GB + 64GB Face/Fingerprint ID Quad Camera NFC, GPS (Yellow)",,,,,,,,
206,,,,,,,,,
207,,,,,,,,,
208,,,,,,,,,
209,,,,,,,,,
