,product title,url,rating,price €,review_count,product
1316,"Laptop Stand, Height-Adjustable Notebook Stand with Heat Ventilation, Ergonomic Aluminium Laptop Holder, Supports All 10-17 Inch Laptops, Silver",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg402_1?ie=UTF8&adId=A0151828O9EINH2TGJOF&url=%2FHeight-Adjustable-Notebook-Ventilation-Ergonomic-Aluminium%2Fdp%2FB092HHZDVJ%2Fref%3Dsr_1_9654_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649467%26s%3Dcomputers%26sr%3D1-9654-spons%26psc%3D1&qualifier=1625649467&id=8975177412367144&widgetName=sp_btf,4.0 / 5,25.99,3,Laptops
1317,"15.6"" Laptop (Intel Celeron 64-bit, 6GB DDR3-RAM, 128GB SSD, 10000mAh Battery, HD Webcam, Windows 10 Pro OS Pre-installed, 1920 * 1080 FHD IPS Display)",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg402_1?ie=UTF8&adId=A01087631KGYW9XTPZWIP&url=%2FCeleron-DDR3-RAM-10000mAh-Battery-Pre-installed%2Fdp%2FB08XGDRVXV%2Fref%3Dsr_1_9655_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649467%26s%3Dcomputers%26sr%3D1-9655-spons%26psc%3D1&qualifier=1625649467&id=8975177412367144&widgetName=sp_btf,3.0 / 5,288.99,17,Laptops
1318,"LincPlus P3 Laptop Full HD 14 Inch Ultrabook, Intel Celeron N3350 4GB RAM 64GB eMMC Upgradable with up to 512GB SSD Windows 10 S, Fanless Compact Aluminium Notebook with QWERTZ Keyboard Layout",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg402_1?ie=UTF8&adId=A04059392VI4DCC9VGHQR&url=%2FLincPlus-Ultrabook-Upgradable-Aluminium-Notebook%2Fdp%2FB08P4XRD8X%2Fref%3Dsr_1_9656_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649467%26s%3Dcomputers%26sr%3D1-9656-spons%26psc%3D1&qualifier=1625649467&id=8975177412367144&widgetName=sp_btf,3.8 / 5,269.00,68,Laptops
1319,"BERTASCHE Laptop Bag, 17 Inch / 17.3 Inch / 15.6 Inch Notebook Bag, Shoulder Bag for University, Work, Business",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg402_1?ie=UTF8&adId=A10397542JQNVLOT4A76R&url=%2FBERTASCHE-Notebook-Shoulder-University-Business%2Fdp%2FB07SX7386N%2Fref%3Dsr_1_9657_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649467%26s%3Dcomputers%26sr%3D1-9657-spons%26psc%3D1&qualifier=1625649467&id=8975177412367144&widgetName=sp_btf,4.7 / 5,38.99,2.766,Laptops
1320,"Lenovo ThinkPad X240 Notebook | i7-4600U 2x2,10 GHz - 12,5“ (1920 IPS) - 8GB RAM – 180GB SSD - Wi-Fi - UMTS - Bluetooth - Webcam - Backlit - Win10 Prof. | Ultrabook (Generalüberholt)",https://www.amazon.com/-/en/dp/B07GSTNJNS/ref=sr_1_9865?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9865,3.0 / 5,605.00,2,Laptops
1321,"Richer R Dual Band Wireless Wifi Card, 2 In 1 Bluetooth 2.4Ghz/5Ghz WiFi Wireless Mini NGFF M.2 Internal WiFi 300Mbps card 802.11 a/c/m² Card Network Adapter for Laptop PC",https://www.amazon.com/-/en/Wireless-Bluetooth-M-2-Internal-300Mbps-802-11/dp/B07F46XTBF/ref=sr_1_9866?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9866,3.7 / 5,12.99,12,Laptops
1322,"tomtoc Recycled Laptop Sleeve Bag for 15"" Microsoft Surface Laptop 4/3, 2020 Dell XPS 15, 15"" MacBook Pro A1990 A1707, HP Acer Dell Chromebook 14, ThinkPad X1 Yoga Water Resistant Accessory Bag",https://www.amazon.com/-/en/Recycled-Microsoft-Chromebook-Resistant-Accessory/dp/B073TV2BD2/ref=sr_1_9867?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9867,4.7 / 5,39.90,5.794,Laptops
1324,EooCoo Laptop Bag Felt Microfibre Leather Case Ultrabook Laptop Bag Felt Sleeve Especially for Macbook Air / Pro / Retina 13 Inch,https://www.amazon.com/-/en/Microfibre-Leather-Ultrabook-Especially-Macbook/dp/B06XS4WX62/ref=sr_1_9869?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9869,4.5 / 5,15.98,145,Laptops
1325,Green Cell® MU06 Laptop Battery for HP 250 255 2000 635 650 655 Pavilion G4 G6 G62 G7 Compaq Presario CQ56 CQ62,https://www.amazon.com/-/en/Laptop-Battery-Pavilion-Compaq-Presario/dp/B01LY9UJS5/ref=sr_1_9870?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9870,4.5 / 5,34.95,393,Laptops
1327,"TECOOL 15-15.6 Inch Laptop Bag Case with Handle PU Leather Waterproof Protective Case Carry Bag with Accessories Bag for MacBook Pro 15/16, Huawei, Lenovo/HP/ASUS/Acer/Dell Black",https://www.amazon.com/-/en/15-15-6-Leather-Waterproof-Protective-Accessories/dp/B08QFN428C/ref=sr_1_9872?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9872,4.6 / 5,20.99,597,Laptops
1328,"Tomtoc 12 13 14 15 Inch Laptop Sleeve Bag, rose",https://www.amazon.com/-/en/Tomtoc-12-13-14-15-Inch-Laptop-Sleeve-rose/dp/B076P8MSRK/ref=sr_1_9873?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9873,4.7 / 5,41.16,5.794,Laptops
1329,"Tomtoc 12 13 14 15 Inch Laptop Sleeve Bag, blue-black",https://www.amazon.com/-/en/Tomtoc-12-13-14-15-Inch-Laptop-Sleeve-blue-black/dp/B01H57W35K/ref=sr_1_9874?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9874,4.7 / 5,43.38,5.794,Laptops
1330,"iVANKY USB C Extension Cable, USB Type C Male to Female Quick Charge Cable, 10Gbps USB 3.1 Gen2 Data Cable, Switch, MacBook - 0.5",https://www.amazon.com/-/en/iVANKY-Extension-Female-Charge-MacBook/dp/B089SR3KDT/ref=sr_1_9875?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9875,4.5 / 5,9.99,1.222,Laptops
1331,Arvok Waterproof Laptop Case,https://www.amazon.com/-/en/22NBS-NE156-1BGA-Arvok-Waterproof-Laptop-Case/dp/B06Y2ZKBK5/ref=sr_1_9876?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9876,4.5 / 5,13.99,30.966,Laptops
1333,Mosiso Laptop Sleeve Water-Resistant Neoprene Bag with Small Case,https://www.amazon.com/-/en/Mosiso-Laptop-Sleeve-Water-Resistant-Neoprene-Living-coral/dp/B07N6Q7V67/ref=sr_1_9878?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9878,4.5 / 5,18.99,5.190,Laptops
1335,Alfheim Laptoptasche mit Gurt Herren Damen 14 Zoll Leichte Arbeitstasche Umhängetasche Weich Notebook Aktentasche Ultrabook Kompatibel mit Thinkpad/Lenovo/HP/Mac/Dell Rot,https://www.amazon.com/-/en/dp/B07Y69HY35/ref=sr_1_9880?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9880,4.6 / 5,21.99,694,Laptops
1336,jojofuny Universal Laptop Computer Keyboard Stands Non-Slip Silicone Tilt Wedge Riser Holder Portable Ventilated Stand for Notebook White Pack of 2,https://www.amazon.com/-/en/jojofuny-Universal-Computer-Keyboard-Ventilated/dp/B08P2Y5WVP/ref=sr_1_9881?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9881,4.4 / 5,9.97,12,Laptops
1337,"Gigastone 4K Camera Pro 128GB MicroSDXC Memory Card 2-Pack and SD Adapter, Compatible with GoPro Drone Switch, Up to 100/50MB/s, 4K UHD Video Recording, Micro SD Card UHS-I A2 Class 10 U3 V30",https://www.amazon.com/-/en/Gigastone-MicroSDXC-Adapter-Compatible-Recording/dp/B0872RK6CJ/ref=sr_1_9882?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9882,4.7 / 5,39.99,12.318,Laptops
1338,"Laptop 10.1 Inch Notebook, Windows 10 Quad Core Netbook Computer Netflix, YouTube, WiFi, HDMI, with Laptop Bag, Mouse, Mouse Pad, Headphones (Black)",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg412_1?ie=UTF8&adId=A07730692SUFD46W2X7MM&url=%2FNotebook-Windows-Netbook-Computer-Headphones%2Fdp%2FB094D3YY8B%2Fref%3Dsr_1_9883_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649468%26s%3Dcomputers%26sr%3D1-9883-spons%26psc%3D1&qualifier=1625649468&id=8886431461982540&widgetName=sp_mtf,4.5 / 5,219.99,11,Laptops
1339,"Laptop Table for Bed, SAIJI Portable Laptop Table, Foldable Notebook Table, Bed Table, Lapdesks Table Top, Made of PVC Leather, Compatible with Laptops up to 17 Inches for Sofa, Floor, Bed",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg412_1?ie=UTF8&adId=A059390532UC06BB26VK2&url=%2FPortable-Foldable-Notebook-Lapdesks-Compatible%2Fdp%2FB0923JJD9P%2Fref%3Dsr_1_9884_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649468%26s%3Dcomputers%26sr%3D1-9884-spons%26psc%3D1&qualifier=1625649468&id=8886431461982540&widgetName=sp_mtf,4.6 / 5,48.99,21,Laptops
1340,"BERTASCHE Laptop Bag, 17 Inch / 17.3 Inch / 15.6 Inch Notebook Bag, Shoulder Bag for University, Work, Business",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg412_1?ie=UTF8&adId=A10397542JQNVLOT4A76R&url=%2FBERTASCHE-Notebook-Shoulder-University-Business%2Fdp%2FB07SX7386N%2Fref%3Dsr_1_9885_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649468%26s%3Dcomputers%26sr%3D1-9885-spons%26psc%3D1&qualifier=1625649468&id=8886431461982540&widgetName=sp_mtf,4.7 / 5,38.99,2.766,Laptops
1341,"Lenovo ThinkPad X240, Intel i5,1.9 GHz, 4 - 8 GB, 500 - 1000 GB HDD, 120 - 240 - 480 GB SSD, Full HD 1920 x 1080 IPS, 12.5 inch, Web Cam, Windows 10, 1920 (Certificate: Refurbished)",https://www.amazon.com/-/en/Lenovo-ThinkPad-X240-Intel-1-9/dp/B07N15VQT2/ref=sr_1_9886?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9886,4.2 / 5,547.00,271,Laptops
1342,Fujitsu Lifebook - 15.6 Inch - Intel Core i5 1035G1 - 16GB RAM - 1000GB SSD - DVD Burner - USB 3 - Windows 10 Pro - Office 2019 Pro - with Wireless Mouse and Laptop Bag,https://www.amazon.com/-/en/Fujitsu-Lifebook-1035G1-Windows-Wireless/dp/B07STH7HT3/ref=sr_1_9887?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9887,4.9 / 5,1.109.00,29,Laptops
1343,"19.5V 9.23A 180W Laptop Charger AC Power Supply for ADP-180MB F, FA180PM111 Pour Asus Rog G750JM G750JS G750JW G750JX G751JL G751JM G752VL G752VT G-Series Gaming Laptop",https://www.amazon.com/-/en/Laptop-Charger-Supply-ADP-180MB-FA180PM111/dp/B08S7QB5X9/ref=sr_1_9888?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9888,5.0 / 5,47.00,1,Laptops
1345,Microsoft Surface/2 Screen Protectors – 2 x atFoliX FX Anti-Reflective HD High Definition Anti-Glare Screen Protector Film,https://www.amazon.com/-/en/Microsoft-Protectors-Anti-Reflective-Definition-Anti-Glare/dp/B078NH6S9R/ref=sr_1_9890?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9890,3.0 / 5,18.29,6,Laptops
1346,"Qishare 13.3-14 inch laptop bag, multifunctional polyester laptop bag, adjustable shoulder strap and suppressed handle, portable document folder (13.3-14 inches, black)",https://www.amazon.com/-/en/multifunctional-polyester-adjustable-shoulder-suppressed/dp/B00XP4IRN0/ref=sr_1_9891?dchild=1&keywords=laptops&qid=1625649468&s=computers&sr=1-9891,4.7 / 5,18.99,13.715,Laptops
1347,"Voova 17 17.3 Inch Laptop Bag Laptop Sleeve Notebook Bag with Shoulder Strap Waterproof Shoulder Bag Notebook Bag Laptop Bag for Pavilion 17 Precision, Inspiron 17, for Men/Women Grey",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg412_1?ie=UTF8&adId=A07230272MZESE9IZHHFL&url=%2FNotebook-Shoulder-Waterproof-Pavilion-Precision%2Fdp%2FB081RBVVW9%2Fref%3Dsr_1_9892_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649468%26s%3Dcomputers%26sr%3D1-9892-spons%26psc%3D1&qualifier=1625649468&id=8886431461982540&widgetName=sp_btf,4.6 / 5,19.54,920,Laptops
1348,"MiiKARE Aluminium Laptop Stand, Height-Adjustable Laptop Riser with Heat Dissipation, Foldable Ergonomic Notebook Raised Stand, Space-saving Desktop Compartment for Laptops Tablets up to 17 Inches",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg412_1?ie=UTF8&adId=A0995266FPEC5Y6RTQMS&url=%2FAluminium-Height-Adjustable-Dissipation-Space-saving-Compartment%2Fdp%2FB08CRQ4M2D%2Fref%3Dsr_1_9893_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649468%26s%3Dcomputers%26sr%3D1-9893-spons%26psc%3D1&qualifier=1625649468&id=8886431461982540&widgetName=sp_btf,4.7 / 5,27.98,282,Laptops
1349,"USB HUB 8 in 1, 4 USB 3.0 HUB Data Hub 5Gbps + 4 Ports Quick Charging Port USB Splitter with 12V/3A (36W) Power Supply, LED Single On/Off Switch Compatible with PC, Mobile Phone, Tablet, Laptops",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg412_1?ie=UTF8&adId=A07097663UEHATQO4BCBS&url=%2FCharging-Splitter-Supply-Compatible-Laptops%2Fdp%2FB096KG4D8V%2Fref%3Dsr_1_9894_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649468%26s%3Dcomputers%26sr%3D1-9894-spons%26psc%3D1&qualifier=1625649468&id=8886431461982540&widgetName=sp_btf,5.0 / 5,49.99,4,Laptops
1350,"LincPlus P3 Laptop Full HD 14 Inch Ultrabook, Intel Celeron N3350 4GB RAM 64GB eMMC Upgradable with up to 512GB SSD Windows 10 S, Fanless Compact Aluminium Notebook with QWERTZ Keyboard Layout",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg412_1?ie=UTF8&adId=A04059392VI4DCC9VGHQR&url=%2FLincPlus-Ultrabook-Upgradable-Aluminium-Notebook%2Fdp%2FB08P4XRD8X%2Fref%3Dsr_1_9895_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649468%26s%3Dcomputers%26sr%3D1-9895-spons%26psc%3D1&qualifier=1625649468&id=8886431461982540&widgetName=sp_btf,3.8 / 5,269.00,68,Laptops
1351,Toshiba Canvio Flex 2TB Silver 2.5p,https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg412_1?ie=UTF8&adId=A03861762MZ9F1OAVWKW9&url=%2FToshiba-Canvio-Flex-Silver-2-5p%2Fdp%2FB08J4B9WMC%2Fref%3Dsr_1_9896_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649468%26s%3Dcomputers%26sr%3D1-9896-spons%26psc%3D1&qualifier=1625649468&id=8886431461982540&widgetName=sp_btf,4.7 / 5,67.99,84.681,Laptops
1352,"Laptop Stand, Laptop Stand, Notebook Stand, Multi-Angle Adjustable, Stainless Steel, Laptop Holder, Ergonomic and Foldable Laptop Stand, Compatible with All Laptops Under 17 Inches, Tablets",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg412_1?ie=UTF8&adId=A01598713SDD0NJB9HVRR&url=%2FMulti-Angle-Adjustable-Stainless-Ergonomic-Compatible%2Fdp%2FB08ZK78DJL%2Fref%3Dsr_1_9897_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649468%26s%3Dcomputers%26sr%3D1-9897-spons%26psc%3D1%26smid%3DA40Y70KISO6XZ&qualifier=1625649468&id=8886431461982540&widgetName=sp_btf,5.0 / 5,16.99,21,Laptops
1371,"Laptop 10.1 Inch Notebook, Windows 10 Quad Core Netbook Computer Netflix, YouTube, WiFi, HDMI, with Laptop Bag, Mouse, Mouse Pad, Headphones (Black)",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg422_1?ie=UTF8&adId=A07730692SUFD46W2X7MM&url=%2FNotebook-Windows-Netbook-Computer-Headphones%2Fdp%2FB094D3YY8B%2Fref%3Dsr_1_10123_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649469%26s%3Dcomputers%26sr%3D1-10123-spons%26psc%3D1&qualifier=1625649469&id=5595114098960248&widgetName=sp_mtf,4.5 / 5,219.99,11,Laptops
1372,"Laptop Table for Bed, SAIJI Portable Laptop Table, Foldable Notebook Table, Bed Table, Lapdesks Table Top, Made of PVC Leather, Compatible with Laptops up to 14 Inches for Sofa, Floor, Bed",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg422_1?ie=UTF8&adId=A09850792W8Z97M1C2F3Z&url=%2FPortable-Foldable-Notebook-Lapdesks-Compatible%2Fdp%2FB0923LMDKC%2Fref%3Dsr_1_10124_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649469%26s%3Dcomputers%26sr%3D1-10124-spons%26psc%3D1&qualifier=1625649469&id=5595114098960248&widgetName=sp_mtf,4.6 / 5,39.99,21,Laptops
1373,"USB HUB 8 in 1, 4 USB 3.0 HUB Data Hub 5Gbps + 4 Ports Quick Charging Port USB Splitter with 12V/3A (36W) Power Supply, LED Single On/Off Switch Compatible with PC, Mobile Phone, Tablet, Laptops",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_computers_sr_pg422_1?ie=UTF8&adId=A07097663UEHATQO4BCBS&url=%2FCharging-Splitter-Supply-Compatible-Laptops%2Fdp%2FB096KG4D8V%2Fref%3Dsr_1_10125_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649469%26s%3Dcomputers%26sr%3D1-10125-spons%26psc%3D1&qualifier=1625649469&id=5595114098960248&widgetName=sp_mtf,5.0 / 5,49.99,4,Laptops
1380,"MiiKARE Aluminium Laptop Stand, Height-Adjustable Laptop Riser with Heat Dissipation, Foldable Ergonomic Notebook Raised Stand, Space-saving Desktop Compartment for Laptops Tablets up to 17 Inches",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg422_1?ie=UTF8&adId=A0995266FPEC5Y6RTQMS&url=%2FAluminium-Height-Adjustable-Dissipation-Space-saving-Compartment%2Fdp%2FB08CRQ4M2D%2Fref%3Dsr_1_10132_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649469%26s%3Dcomputers%26sr%3D1-10132-spons%26psc%3D1&qualifier=1625649469&id=5595114098960248&widgetName=sp_btf,4.7 / 5,27.98,282,Laptops
1381,"Laptop Stand, Laptop Stand, Notebook Stand, Multi-Angle Adjustable, Stainless Steel, Laptop Holder, Ergonomic and Foldable Laptop Stand, Compatible with All Laptops Under 17 Inches, Tablets",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg422_1?ie=UTF8&adId=A01598713SDD0NJB9HVRR&url=%2FMulti-Angle-Adjustable-Stainless-Ergonomic-Compatible%2Fdp%2FB08ZK78DJL%2Fref%3Dsr_1_10133_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649469%26s%3Dcomputers%26sr%3D1-10133-spons%26psc%3D1%26smid%3DA40Y70KISO6XZ&qualifier=1625649469&id=5595114098960248&widgetName=sp_btf,5.0 / 5,16.99,21,Laptops
1382,"Laptop Stand, Height-Adjustable Notebook Stand with Heat Ventilation, Ergonomic Aluminium Laptop Holder, Supports All 10-17 Inch Laptops, Silver",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg422_1?ie=UTF8&adId=A0151828O9EINH2TGJOF&url=%2FHeight-Adjustable-Notebook-Ventilation-Ergonomic-Aluminium%2Fdp%2FB092HHZDVJ%2Fref%3Dsr_1_10134_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649469%26s%3Dcomputers%26sr%3D1-10134-spons%26psc%3D1&qualifier=1625649469&id=5595114098960248&widgetName=sp_btf,4.0 / 5,25.99,3,Laptops
1383,"15.6"" Laptop (Intel Celeron 64-bit, 6GB DDR3-RAM, 128GB SSD, 10000mAh Battery, HD Webcam, Windows 10 Pro OS Pre-installed, 1920 * 1080 FHD IPS Display)",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg422_1?ie=UTF8&adId=A01087631KGYW9XTPZWIP&url=%2FCeleron-DDR3-RAM-10000mAh-Battery-Pre-installed%2Fdp%2FB08XGDRVXV%2Fref%3Dsr_1_10135_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649469%26s%3Dcomputers%26sr%3D1-10135-spons%26psc%3D1&qualifier=1625649469&id=5595114098960248&widgetName=sp_btf,3.0 / 5,288.99,17,Laptops
1384,"BERTASCHE Laptop Bag, 17 Inch / 17.3 Inch / 15.6 Inch Notebook Bag, Shoulder Bag for University, Work, Business",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg422_1?ie=UTF8&adId=A10397542JQNVLOT4A76R&url=%2FBERTASCHE-Notebook-Shoulder-University-Business%2Fdp%2FB07SX7386N%2Fref%3Dsr_1_10136_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649469%26s%3Dcomputers%26sr%3D1-10136-spons%26psc%3D1&qualifier=1625649469&id=5595114098960248&widgetName=sp_btf,4.7 / 5,38.99,2.766,Laptops
1385,"LincPlus P3 Laptop Full HD 14 Inch Ultrabook, Intel Celeron N3350 4GB RAM 64GB eMMC Upgradable with up to 512GB SSD Windows 10 S, Fanless Compact Aluminium Notebook with QWERTZ Keyboard Layout",https://www.amazon.com/-/en/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_computers_sr_pg422_1?ie=UTF8&adId=A04059392VI4DCC9VGHQR&url=%2FLincPlus-Ultrabook-Upgradable-Aluminium-Notebook%2Fdp%2FB08P4XRD8X%2Fref%3Dsr_1_10137_sspa%3Fdchild%3D1%26keywords%3Dlaptops%26qid%3D1625649469%26s%3Dcomputers%26sr%3D1-10137-spons%26psc%3D1&qualifier=1625649469&id=5595114098960248&widgetName=sp_btf,3.8 / 5,269.00,68,Laptops
1386,"Lenovo ThinkPad X240 Notebook | i7-4600U 2x2,10 GHz - 12,5“ (1920 IPS) - 8GB RAM – 180GB SSD - Wi-Fi - UMTS - Bluetooth - Webcam - Backlit - Win10 Prof. | Ultrabook (Generalüberholt)",https://www.amazon.com/-/en/dp/B07GSTNJNS/ref=sr_1_10345?dchild=1&keywords=laptops&qid=1625649469&s=computers&sr=1-10345,3.0 / 5,605.00,2,Laptops
1387,"Richer R Dual Band Wireless Wifi Card, 2 In 1 Bluetooth 2.4Ghz/5Ghz WiFi Wireless Mini NGFF M.2 Internal WiFi 300Mbps card 802.11 a/c/m² Card Network Adapter for Laptop PC",https://www.amazon.com/-/en/Wireless-Bluetooth-M-2-Internal-300Mbps-802-11/dp/B07F46XTBF/ref=sr_1_10346?dchild=1&keywords=laptops&qid=1625649469&s=computers&sr=1-10346,3.7 / 5,12.99,12,Laptops
1388,"tomtoc Recycled Laptop Sleeve Bag for 15"" Microsoft Surface Laptop 4/3, 2020 Dell XPS 15, 15"" MacBook Pro A1990 A1707, HP Acer Dell Chromebook 14, ThinkPad X1 Yoga Water Resistant Accessory Bag",https://www.amazon.com/-/en/Recycled-Microsoft-Chromebook-Resistant-Accessory/dp/B073TV2BD2/ref=sr_1_10347?dchild=1&keywords=laptops&qid=1625649469&s=computers&sr=1-10347,4.7 / 5,39.90,5.794,Laptops
1390,EooCoo Laptop Bag Felt Microfibre Leather Case Ultrabook Laptop Bag Felt Sleeve Especially for Macbook Air / Pro / Retina 13 Inch,https://www.amazon.com/-/en/Microfibre-Leather-Ultrabook-Especially-Macbook/dp/B06XS4WX62/ref=sr_1_10349?dchild=1&keywords=laptops&qid=1625649469&s=computers&sr=1-10349,4.5 / 5,15.98,145,Laptops
1391,Green Cell® MU06 Laptop Battery for HP 250 255 2000 635 650 655 Pavilion G4 G6 G62 G7 Compaq Presario CQ56 CQ62,https://www.amazon.com/-/en/Laptop-Battery-Pavilion-Compaq-Presario/dp/B01LY9UJS5/ref=sr_1_10350?dchild=1&keywords=laptops&qid=1625649469&s=computers&sr=1-10350,4.5 / 5,34.95,393,Laptops
1393,"TECOOL 15-15.6 Inch Laptop Bag Case with Handle PU Leather Waterproof Protective Case Carry Bag with Accessories Bag for MacBook Pro 15/16, Huawei, Lenovo/HP/ASUS/Acer/Dell Black",https://www.amazon.com/-/en/15-15-6-Leather-Waterproof-Protective-Accessories/dp/B08QFN428C/ref=sr_1_10352?dchild=1&keywords=laptops&qid=1625649469&s=computers&sr=1-10352,4.6 / 5,20.99,597,Laptops
1394,"Tomtoc 12 13 14 15 Inch Laptop Sleeve Bag, rose",https://www.amazon.com/-/en/Tomtoc-12-13-14-15-Inch-Laptop-Sleeve-rose/dp/B076P8MSRK/ref=sr_1_10353?dchild=1&keywords=laptops&qid=1625649469&s=computers&sr=1-10353,4.7 / 5,41.16,5.794,Laptops
1395,"Tomtoc 12 13 14 15 Inch Laptop Sleeve Bag, blue-black",https://www.amazon.com/-/en/Tomtoc-12-13-14-15-Inch-Laptop-Sleeve-blue-black/dp/B01H57W35K/ref=sr_1_10354?dchild=1&keywords=laptops&qid=1625649469&s=computers&sr=1-10354,4.7 / 5,43.38,5.794,Laptops
1396,"iVANKY USB C Extension Cable, USB Type C Male to Female Quick Charge Cable, 10Gbps USB 3.1 Gen2 Data Cable, Switch, MacBook - 0.5",https://www.amazon.com/-/en/iVANKY-Extension-Female-Charge-MacBook/dp/B089SR3KDT/ref=sr_1_10355?dchild=1&keywords=laptops&qid=1625649469&s=computers&sr=1-10355,4.5 / 5,9.99,1.222,Laptops
1397,Arvok Waterproof Laptop Case,https://www.amazon.com/-/en/22NBS-NE156-1BGA-Arvok-Waterproof-Laptop-Case/dp/B06Y2ZKBK5/ref=sr_1_10356?dchild=1&keywords=laptops&qid=1625649469&s=computers&sr=1-10356,4.5 / 5,13.99,30.966,Laptops
